PDB code 1,VDWAALS 1,EEL 1,EGB 1,ESURF 1,GGAS 1,GSOLV 1,TOTAL 1,PDB code 2,VDWAALS 2,EEL 2,EGB 2,ESURF 2,GGAS 2,GSOLV 2,TOTAL 2
4hid,-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,1zzi,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32
4hid,-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,2lec,-113.05,-619.56,647.62,-13.8,-732.61,633.82,-98.79
4hid,-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,5wwe,-78.63,-1194.77,1191.48,-10.79,-1273.4,1180.7,-92.7
4hid,-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,1wwf,-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95
4hid,-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,2mki,-85.56,-260.76,305.67,-10.57,-346.32,295.11,-51.21
4hid,-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,5ytv,-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84
4hid,-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,1rkj,-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96
1s40,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12,4him,-114.69,-645.74,676.69,-13.7,-760.43,663.0,-97.43
1s40,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12,1u63,-279.25,-34181.81,34208.24,-41.36,-34461.07,34166.88,-294.19
1s40,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12,2kh9,-49.13,-508.76,534.32,-5.94,-557.89,528.38,-29.51
1s40,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12,1wwe,-89.9,-1356.54,1369.99,-11.95,-1446.44,1358.04,-88.4
1s40,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12,1osb,-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11
1s40,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12,5yts,-57.48,-136.57,171.71,-7.0,-194.05,164.71,-29.34
1s40,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12,5wzk,-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71
1s40,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12,1je8,-309.02,-25367.65,25386.51,-44.66,-25676.67,25341.85,-334.82
1s40,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12,4hik,-107.19,-610.01,637.28,-12.58,-717.2,624.71,-92.49
1s40,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12,5ytx,-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05
1s40,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12,5wzg,-204.74,124.91,-79.29,-24.81,-79.83,-104.11,-183.93
1s40,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12,2l41,-31.83,-226.28,237.63,-4.44,-258.1,233.19,-24.91
1s40,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12,5wzj,-230.34,130.79,-82.34,-28.29,-99.55,-110.64,-210.19
1s40,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12,4hj8,-113.49,-720.46,739.96,-13.55,-833.96,726.41,-107.55
1s40,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12,5wwg,-88.97,-961.3,981.35,-10.73,-1050.27,970.62,-79.65
1s40,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12,1wwd,-69.9,-995.71,1011.87,-8.73,-1065.6,1003.13,-62.47
1s40,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12,1omh,-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25
1s40,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12,1u6p,-82.73,-8405.99,8420.14,-11.19,-8488.72,8408.95,-79.77
1s40,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12,4pdb,-104.98,-3775.83,3832.27,-12.29,-3880.82,3819.98,-60.84
1s40,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12,2mkk,-104.7,-933.14,955.84,-14.51,-1037.84,941.33,-96.51
1s40,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12,5ytt,-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22
1s40,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12,3moj,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1
1s40,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12,3rn2,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18
1s40,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12,2leb,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11
1s40,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12,4hio,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96
1s40,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12,2gkd,-34.48,-1506.27,1521.0,-5.32,-1540.75,1515.67,-25.08
1s40,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12,5z6z,-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88
1s40,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12,1s03,-247.91,-10623.74,10708.88,-30.83,-10871.65,10678.05,-193.59
1s40,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12,1wwg,-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97
1s40,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12,2b6g,-32.62,-2351.98,2361.59,-4.95,-2384.6,2356.64,-27.96
1s40,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12,1exd,-297.43,2853.31,-2769.4,-39.57,2555.87,-2808.97,-253.1
1s40,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12,1il2,-377.15,14928.76,-14798.97,-47.5,14551.61,-14846.48,-294.87
1s40,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12,4hid,-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65
1s40,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12,2glo,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29
1s40,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12,4hj7,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52
1s40,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12,1zzi,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32
1s40,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12,2lec,-113.05,-619.56,647.62,-13.8,-732.61,633.82,-98.79
1s40,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12,5wwe,-78.63,-1194.77,1191.48,-10.79,-1273.4,1180.7,-92.7
1s40,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12,1wwf,-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95
1s40,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12,2mki,-85.56,-260.76,305.67,-10.57,-346.32,295.11,-51.21
1s40,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12,5ytv,-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84
1s40,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12,1rkj,-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96
2glo,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29,4him,-114.69,-645.74,676.69,-13.7,-760.43,663.0,-97.43
2glo,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29,1u63,-279.25,-34181.81,34208.24,-41.36,-34461.07,34166.88,-294.19
2glo,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29,2kh9,-49.13,-508.76,534.32,-5.94,-557.89,528.38,-29.51
2glo,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29,1wwe,-89.9,-1356.54,1369.99,-11.95,-1446.44,1358.04,-88.4
2glo,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29,1osb,-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11
2glo,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29,5yts,-57.48,-136.57,171.71,-7.0,-194.05,164.71,-29.34
2glo,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29,5wzk,-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71
2glo,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29,1je8,-309.02,-25367.65,25386.51,-44.66,-25676.67,25341.85,-334.82
2glo,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29,4hik,-107.19,-610.01,637.28,-12.58,-717.2,624.71,-92.49
2glo,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29,5ytx,-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05
2glo,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29,5wzg,-204.74,124.91,-79.29,-24.81,-79.83,-104.11,-183.93
2glo,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29,2l41,-31.83,-226.28,237.63,-4.44,-258.1,233.19,-24.91
2glo,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29,5wzj,-230.34,130.79,-82.34,-28.29,-99.55,-110.64,-210.19
2glo,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29,4hj8,-113.49,-720.46,739.96,-13.55,-833.96,726.41,-107.55
2glo,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29,5wwg,-88.97,-961.3,981.35,-10.73,-1050.27,970.62,-79.65
2glo,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29,1wwd,-69.9,-995.71,1011.87,-8.73,-1065.6,1003.13,-62.47
2glo,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29,1omh,-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25
2glo,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29,1u6p,-82.73,-8405.99,8420.14,-11.19,-8488.72,8408.95,-79.77
2glo,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29,4pdb,-104.98,-3775.83,3832.27,-12.29,-3880.82,3819.98,-60.84
2glo,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29,2mkk,-104.7,-933.14,955.84,-14.51,-1037.84,941.33,-96.51
2glo,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29,5ytt,-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22
2glo,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29,3moj,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1
2glo,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29,3rn2,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18
2glo,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29,2leb,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11
2glo,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29,4hio,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96
2glo,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29,2gkd,-34.48,-1506.27,1521.0,-5.32,-1540.75,1515.67,-25.08
2glo,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29,5z6z,-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88
2glo,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29,1s03,-247.91,-10623.74,10708.88,-30.83,-10871.65,10678.05,-193.59
2glo,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29,1wwg,-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97
2glo,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29,2b6g,-32.62,-2351.98,2361.59,-4.95,-2384.6,2356.64,-27.96
2glo,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29,1exd,-297.43,2853.31,-2769.4,-39.57,2555.87,-2808.97,-253.1
2glo,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29,1il2,-377.15,14928.76,-14798.97,-47.5,14551.61,-14846.48,-294.87
2glo,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29,4hid,-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65
2glo,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29,1s40,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12
2glo,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29,4hj7,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52
2glo,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29,1zzi,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32
2glo,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29,2lec,-113.05,-619.56,647.62,-13.8,-732.61,633.82,-98.79
2glo,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29,5wwe,-78.63,-1194.77,1191.48,-10.79,-1273.4,1180.7,-92.7
2glo,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29,1wwf,-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95
2glo,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29,2mki,-85.56,-260.76,305.67,-10.57,-346.32,295.11,-51.21
2glo,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29,5ytv,-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84
2glo,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29,1rkj,-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96
4hj7,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52,4him,-114.69,-645.74,676.69,-13.7,-760.43,663.0,-97.43
4hj7,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52,1u63,-279.25,-34181.81,34208.24,-41.36,-34461.07,34166.88,-294.19
4hj7,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52,2kh9,-49.13,-508.76,534.32,-5.94,-557.89,528.38,-29.51
4hj7,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52,1wwe,-89.9,-1356.54,1369.99,-11.95,-1446.44,1358.04,-88.4
4hj7,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52,1osb,-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11
4hj7,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52,5yts,-57.48,-136.57,171.71,-7.0,-194.05,164.71,-29.34
4hj7,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52,5wzk,-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71
4hj7,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52,1je8,-309.02,-25367.65,25386.51,-44.66,-25676.67,25341.85,-334.82
4hj7,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52,4hik,-107.19,-610.01,637.28,-12.58,-717.2,624.71,-92.49
4hj7,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52,5ytx,-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05
4hj7,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52,5wzg,-204.74,124.91,-79.29,-24.81,-79.83,-104.11,-183.93
4hj7,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52,2l41,-31.83,-226.28,237.63,-4.44,-258.1,233.19,-24.91
4hj7,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52,5wzj,-230.34,130.79,-82.34,-28.29,-99.55,-110.64,-210.19
4hj7,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52,4hj8,-113.49,-720.46,739.96,-13.55,-833.96,726.41,-107.55
4hj7,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52,5wwg,-88.97,-961.3,981.35,-10.73,-1050.27,970.62,-79.65
4hj7,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52,1wwd,-69.9,-995.71,1011.87,-8.73,-1065.6,1003.13,-62.47
4hj7,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52,1omh,-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25
4hj7,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52,1u6p,-82.73,-8405.99,8420.14,-11.19,-8488.72,8408.95,-79.77
4hj7,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52,4pdb,-104.98,-3775.83,3832.27,-12.29,-3880.82,3819.98,-60.84
4hj7,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52,2mkk,-104.7,-933.14,955.84,-14.51,-1037.84,941.33,-96.51
4hj7,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52,5ytt,-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22
4hj7,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52,3moj,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1
4hj7,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52,3rn2,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18
4hj7,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52,2leb,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11
4hj7,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52,4hio,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96
4hj7,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52,2gkd,-34.48,-1506.27,1521.0,-5.32,-1540.75,1515.67,-25.08
4hj7,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52,5z6z,-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88
4hj7,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52,1s03,-247.91,-10623.74,10708.88,-30.83,-10871.65,10678.05,-193.59
4hj7,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52,1wwg,-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97
4hj7,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52,2b6g,-32.62,-2351.98,2361.59,-4.95,-2384.6,2356.64,-27.96
4hj7,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52,1exd,-297.43,2853.31,-2769.4,-39.57,2555.87,-2808.97,-253.1
4hj7,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52,1il2,-377.15,14928.76,-14798.97,-47.5,14551.61,-14846.48,-294.87
4hj7,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52,4hid,-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65
4hj7,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52,1s40,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12
4hj7,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52,2glo,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29
4hj7,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52,1zzi,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32
4hj7,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52,2lec,-113.05,-619.56,647.62,-13.8,-732.61,633.82,-98.79
4hj7,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52,5wwe,-78.63,-1194.77,1191.48,-10.79,-1273.4,1180.7,-92.7
4hj7,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52,1wwf,-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95
4hj7,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52,2mki,-85.56,-260.76,305.67,-10.57,-346.32,295.11,-51.21
4hj7,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52,5ytv,-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84
4hj7,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52,1rkj,-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96
1zzi,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,4him,-114.69,-645.74,676.69,-13.7,-760.43,663.0,-97.43
1zzi,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,1u63,-279.25,-34181.81,34208.24,-41.36,-34461.07,34166.88,-294.19
1zzi,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,2kh9,-49.13,-508.76,534.32,-5.94,-557.89,528.38,-29.51
1zzi,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,1wwe,-89.9,-1356.54,1369.99,-11.95,-1446.44,1358.04,-88.4
1zzi,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,1osb,-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11
1zzi,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,5yts,-57.48,-136.57,171.71,-7.0,-194.05,164.71,-29.34
1zzi,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,5wzk,-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71
1zzi,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,1je8,-309.02,-25367.65,25386.51,-44.66,-25676.67,25341.85,-334.82
1zzi,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,4hik,-107.19,-610.01,637.28,-12.58,-717.2,624.71,-92.49
1zzi,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,5ytx,-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05
1zzi,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,5wzg,-204.74,124.91,-79.29,-24.81,-79.83,-104.11,-183.93
1zzi,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,2l41,-31.83,-226.28,237.63,-4.44,-258.1,233.19,-24.91
1zzi,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,5wzj,-230.34,130.79,-82.34,-28.29,-99.55,-110.64,-210.19
1zzi,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,4hj8,-113.49,-720.46,739.96,-13.55,-833.96,726.41,-107.55
1zzi,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,5wwg,-88.97,-961.3,981.35,-10.73,-1050.27,970.62,-79.65
1zzi,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,1wwd,-69.9,-995.71,1011.87,-8.73,-1065.6,1003.13,-62.47
1zzi,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,1omh,-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25
1zzi,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,1u6p,-82.73,-8405.99,8420.14,-11.19,-8488.72,8408.95,-79.77
1zzi,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,4pdb,-104.98,-3775.83,3832.27,-12.29,-3880.82,3819.98,-60.84
1zzi,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,2mkk,-104.7,-933.14,955.84,-14.51,-1037.84,941.33,-96.51
1zzi,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,5ytt,-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22
1zzi,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,3moj,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1
1zzi,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,3rn2,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18
1zzi,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,2leb,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11
1zzi,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,4hio,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96
1zzi,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,2gkd,-34.48,-1506.27,1521.0,-5.32,-1540.75,1515.67,-25.08
1zzi,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,5z6z,-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88
1zzi,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,1s03,-247.91,-10623.74,10708.88,-30.83,-10871.65,10678.05,-193.59
1zzi,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,1wwg,-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97
1zzi,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,2b6g,-32.62,-2351.98,2361.59,-4.95,-2384.6,2356.64,-27.96
1zzi,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,1exd,-297.43,2853.31,-2769.4,-39.57,2555.87,-2808.97,-253.1
1zzi,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,1il2,-377.15,14928.76,-14798.97,-47.5,14551.61,-14846.48,-294.87
1zzi,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,4hid,-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65
1zzi,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,1s40,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12
1zzi,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,2glo,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29
1zzi,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,4hj7,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52
1zzi,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,2lec,-113.05,-619.56,647.62,-13.8,-732.61,633.82,-98.79
1zzi,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,5wwe,-78.63,-1194.77,1191.48,-10.79,-1273.4,1180.7,-92.7
1zzi,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,1wwf,-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95
1zzi,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,2mki,-85.56,-260.76,305.67,-10.57,-346.32,295.11,-51.21
